location,location_name
1187,MD - Garrett County
1188,MD - Harford County
1189,MD - Howard County
1190,MD - Kent County
1191,MD - Queen Anne's County
1192,MD - Saint Mary's County
1193,MD - Somerset County
1194,MD - Talbot County
1195,MD - Washington County
1196,MD - Wicomico County
1197,MD - Worcester County
1198,MD - Baltimore City
1199,"MD - Montgomery County,MD - Prince George's County"
1200,MA - Barnstable County
1201,MA - Berkshire County
1202,MA - Bristol County
1203,MA - Dukes County
1204,MA - Essex County
1205,MA - Franklin County
1206,MA - Hampden County
1207,MA - Hampshire County
1208,MA - Middlesex County
1209,MA - Nantucket County
1210,MA - Norfolk County
1211,MA - Plymouth County
1212,MA - Suffolk County
1213,MA - Worcester County
1214,MI - Alcona County
1215,MI - Alger County
1216,MI - Allegan County
1217,MI - Alpena County
1218,MI - Antrim County
1219,MI - Arenac County
1220,MI - Baraga County
1221,MI - Barry County
1222,MI - Bay County
1223,MI - Benzie County
1224,MI - Berrien County
1225,MI - Branch County
1226,MI - Calhoun County
1227,MI - Cass County
1228,MI - Charlevoix County
1229,MI - Cheboygan County
1230,MI - Chippewa County
1231,MI - Clare County
1232,MI - Clinton County
1233,MI - Crawford County
1234,MI - Delta County
1235,MI - Dickinson County
1236,MI - Eaton County
1237,MI - Emmet County
1238,MI - Genesee County
1239,MI - Gladwin County
1240,MI - Gogebic County
1241,MI - Grand Traverse County
1242,MI - Gratiot County
1243,MI - Hillsdale County
1244,MI - Houghton County
1245,MI - Huron County
1246,MI - Ingham County
1247,MI - Ionia County
1248,MI - Iosco County
1249,MI - Iron County
1250,MI - Isabella County
1251,MI - Jackson County
1252,MI - Kalamazoo County
1253,MI - Kalkaska County
1254,MI - Kent County
1255,MI - Keweenaw County
1256,MI - Lake County
1257,MI - Lapeer County
1258,MI - Leelanau County
1259,MI - Lenawee County
1260,MI - Livingston County
1261,MI - Luce County
1262,MI - Mackinac County
1263,MI - Macomb County
1264,MI - Manistee County
1265,MI - Marquette County
1266,MI - Mason County
1267,MI - Mecosta County
1268,MI - Menominee County
1269,MI - Midland County
1270,MI - Missaukee County
1271,MI - Monroe County
1272,MI - Montcalm County
1273,MI - Montmorency County
1274,MI - Muskegon County
1275,MI - Newaygo County
1276,MI - Oakland County
1277,MI - Oceana County
1278,MI - Ogemaw County
1279,MI - Ontonagon County
1280,MI - Osceola County
1281,MI - Oscoda County
1282,MI - Otsego County
1283,MI - Ottawa County
1284,MI - Presque Isle County
1285,MI - Roscommon County
1286,MI - Saginaw County
1287,MI - Saint Clair County
1288,MI - Saint Joseph County
1289,MI - Sanilac County
1290,MI - Schoolcraft County
1291,MI - Shiawassee County
1292,MI - Tuscola County
1293,MI - Van Buren County
1294,MI - Washtenaw County
1295,MI - Wayne County
1296,MI - Wexford County
1297,MN - Aitkin County
1298,MN - Anoka County
1299,MN - Becker County
1300,MN - Beltrami County
1301,MN - Benton County
1302,MN - Big Stone County
1303,MN - Blue Earth County
1304,MN - Brown County
1305,MN - Carlton County
1306,MN - Carver County
1307,MN - Cass County
1308,MN - Chippewa County
1309,MN - Chisago County
1310,MN - Clay County
1311,MN - Clearwater County
1312,MN - Cook County
1313,MN - Cottonwood County
1314,MN - Crow Wing County
1315,MN - Dakota County
1316,MN - Dodge County
1317,MN - Douglas County
1318,MN - Faribault County
1319,MN - Fillmore County
1320,MN - Freeborn County
1321,MN - Goodhue County
1322,MN - Grant County
1323,MN - Hennepin County
1324,MN - Houston County
1325,MN - Hubbard County
1326,MN - Isanti County
1327,MN - Itasca County
1328,MN - Jackson County
1329,MN - Kanabec County
1330,MN - Kandiyohi County
1331,MN - Kittson County
1332,MN - Koochiching County
1333,MN - Lac qui Parle County
1334,MN - Lake County
1335,MN - Lake of the Woods County
1336,MN - Le Sueur County
1337,MN - Lincoln County
1338,MN - Lyon County
1339,MN - McLeod County
1340,MN - Mahnomen County
1341,MN - Marshall County
1342,MN - Martin County
1343,MN - Meeker County
1344,MN - Mille Lacs County
1345,MN - Morrison County
1346,MN - Mower County
1347,MN - Murray County
1348,MN - Nicollet County
1349,MN - Nobles County
1350,MN - Norman County
1351,MN - Olmsted County
1352,MN - Otter Tail County
1353,MN - Pennington County
1354,MN - Pine County
1355,MN - Pipestone County
1356,MN - Polk County
1357,MN - Pope County
1358,MN - Ramsey County
1359,MN - Red Lake County
1360,MN - Redwood County
1361,MN - Renville County
1362,MN - Rice County
1363,MN - Rock County
1364,MN - Roseau County
1365,MN - Saint Louis County
1366,MN - Scott County
1367,MN - Sherburne County
1368,MN - Sibley County
1369,MN - Stearns County
1370,MN - Steele County
1371,MN - Stevens County
1372,MN - Swift County
1373,MN - Todd County
1374,MN - Traverse County
1375,MN - Wabasha County
1376,MN - Wadena County
1377,MN - Waseca County
1378,MN - Washington County
1379,MN - Watonwan County
1380,MN - Wilkin County
1381,MN - Winona County
1382,MN - Wright County
1383,MN - Yellow Medicine County
1384,MS - Adams County
1385,MS - Alcorn County
1386,MS - Amite County
1387,MS - Attala County
1388,MS - Benton County
1389,MS - Bolivar County
1390,MS - Calhoun County
1391,MS - Carroll County
1392,MS - Chickasaw County
1393,MS - Choctaw County
1394,MS - Claiborne County
1395,MS - Clarke County
1396,MS - Clay County
1397,MS - Coahoma County
1398,MS - Copiah County
1399,MS - Covington County
1400,MS - DeSoto County
1401,MS - Forrest County
1402,MS - Franklin County
1403,MS - George County
1404,MS - Greene County
1405,MS - Grenada County
1406,MS - Hancock County
1407,MS - Harrison County
1408,MS - Hinds County
1409,MS - Holmes County
1410,MS - Humphreys County
1411,MS - Issaquena County
1412,MS - Itawamba County
1413,MS - Jackson County
1414,MS - Jasper County
1415,MS - Jefferson County
1416,MS - Jefferson Davis County
1417,MS - Jones County
1418,MS - Kemper County
1419,MS - Lafayette County
1420,MS - Lamar County
1421,MS - Lauderdale County
1422,MS - Lawrence County
1423,MS - Leake County
1424,MS - Lee County
1425,MS - Leflore County
1426,MS - Lincoln County
1427,MS - Lowndes County
1428,MS - Madison County
1429,MS - Marion County
1430,MS - Marshall County
1431,MS - Monroe County
1432,MS - Montgomery County
1433,MS - Neshoba County
1434,MS - Newton County
1435,MS - Noxubee County
1436,MS - Oktibbeha County
1437,MS - Panola County
1438,MS - Pearl River County
1439,MS - Perry County
1440,MS - Pike County
1441,MS - Pontotoc County
1442,MS - Prentiss County
1443,MS - Quitman County
1444,MS - Rankin County
1445,MS - Scott County
1446,MS - Sharkey County
1447,MS - Simpson County
1448,MS - Smith County
1449,MS - Stone County
1450,MS - Sunflower County
1451,MS - Tallahatchie County
1452,MS - Tate County
1453,MS - Tippah County
1454,MS - Tishomingo County
1455,MS - Tunica County
1456,MS - Union County
1457,MS - Walthall County
1458,MS - Warren County
1459,MS - Washington County
1460,MS - Wayne County
1461,MS - Webster County
1462,MS - Wilkinson County
1463,MS - Winston County
1464,MS - Yalobusha County
1465,MS - Yazoo County
1466,MO - Adair County
1467,MO - Andrew County
1468,MO - Atchison County
1469,MO - Audrain County
1470,MO - Barry County
1471,MO - Barton County
1472,MO - Bates County
1473,MO - Benton County
1474,MO - Bollinger County
1475,MO - Boone County
1476,MO - Buchanan County
1477,MO - Butler County
1478,MO - Caldwell County
1479,MO - Callaway County
1480,MO - Camden County
1481,MO - Cape Girardeau County
1482,MO - Carroll County
1483,MO - Carter County
1484,MO - Cass County
1485,MO - Cedar County
1486,MO - Chariton County
1487,MO - Christian County
1488,MO - Clark County
1489,MO - Clay County
1490,MO - Clinton County
1491,MO - Cole County
1492,MO - Cooper County
1493,MO - Crawford County
1494,MO - Dade County
1495,MO - Dallas County
1496,MO - Daviess County
1497,MO - DeKalb County
1498,MO - Dent County
1499,MO - Douglas County
1500,MO - Dunklin County
1501,MO - Franklin County
1502,MO - Gasconade County
1503,MO - Gentry County
1504,MO - Greene County
1505,MO - Grundy County
1506,MO - Harrison County
1507,MO - Henry County
1508,MO - Hickory County
1509,MO - Holt County
1510,MO - Howard County
1511,MO - Howell County
1512,MO - Iron County
1513,MO - Jackson County
1514,MO - Jasper County
1515,MO - Jefferson County
1516,MO - Johnson County
1517,MO - Knox County
1518,MO - Laclede County
1519,MO - Lafayette County
1520,MO - Lawrence County
1521,MO - Lewis County
1522,MO - Lincoln County
1523,MO - Linn County
1524,MO - Livingston County
1525,MO - McDonald County
1526,MO - Macon County
1527,MO - Madison County
1528,MO - Maries County
1529,MO - Marion County
1530,MO - Mercer County
1531,MO - Miller County
1532,MO - Mississippi County
1533,MO - Moniteau County
1534,MO - Monroe County
1535,MO - Montgomery County
1536,MO - Morgan County
1537,MO - New Madrid County
1538,MO - Newton County
1539,MO - Nodaway County
1540,MO - Oregon County
1541,MO - Osage County
1542,MO - Ozark County
1543,MO - Pemiscot County
1544,MO - Perry County
1545,MO - Pettis County
1546,MO - Phelps County
1547,MO - Pike County
1548,MO - Platte County
1549,MO - Polk County
1550,MO - Pulaski County
1551,MO - Putnam County
1552,MO - Ralls County
1553,MO - Randolph County
1554,MO - Ray County
1555,MO - Reynolds County
1556,MO - Ripley County
1557,MO - Saint Charles County
1558,MO - Saint Clair County
1559,MO - Sainte Genevieve County
1560,MO - Saint Francois County
1561,MO - Saint Louis County
1562,MO - Saline County
1563,MO - Schuyler County
1564,MO - Scotland County
1565,MO - Scott County
1566,MO - Shannon County
1567,MO - Shelby County
1568,MO - Stoddard County
1569,MO - Stone County
1570,MO - Sullivan County
1571,MO - Taney County
1572,MO - Texas County
1573,MO - Vernon County
1574,MO - Warren County
1575,MO - Washington County
1576,MO - Wayne County
1577,MO - Webster County
1578,MO - Worth County
1579,MO - Wright County
1580,MO - Saint Louis City
1581,MT - Beaverhead County
1582,MT - Big Horn County
1583,MT - Blaine County
1584,MT - Broadwater County
1585,MT - Carbon County
1586,MT - Carter County
1587,MT - Cascade County
1588,MT - Chouteau County
1589,MT - Custer County
1590,MT - Daniels County
1591,MT - Dawson County
1592,MT - Deer Lodge County
1593,MT - Fallon County
1594,MT - Fergus County
1595,MT - Flathead County
1596,MT - Gallatin County
1597,MT - Garfield County
1598,MT - Glacier County
1599,MT - Golden Valley County
1600,MT - Granite County
1601,MT - Hill County
1602,MT - Jefferson County
1603,MT - Judith Basin County
1604,MT - Lake County
1605,MT - Lewis and Clark County
1606,MT - Liberty County
1607,MT - Lincoln County
1608,MT - McCone County
1609,MT - Madison County
1610,MT - Meagher County
1611,MT - Mineral County
1612,MT - Missoula County
1613,MT - Musselshell County
1614,MT - Petroleum County
1615,MT - Phillips County
1616,MT - Pondera County
1617,MT - Powder River County
1618,MT - Powell County
1619,MT - Prairie County
1620,MT - Ravalli County
1621,MT - Richland County
1622,MT - Roosevelt County
1623,MT - Rosebud County
1624,MT - Sanders County
1625,MT - Sheridan County
1626,MT - Silver Bow County
1627,MT - Stillwater County
1628,MT - Sweet Grass County
1629,MT - Teton County
1630,MT - Toole County
1631,MT - Treasure County
1632,MT - Valley County
1633,MT - Wheatland County
1634,MT - Wibaux County
1635,MT - Yellowstone County
1636,"MT - Park County,MT - Yellowstone National Park"
1637,NE - Adams County
1638,NE - Antelope County
1639,NE - Arthur County
1640,NE - Banner County
1641,NE - Blaine County
1642,NE - Boone County
1643,NE - Box Butte County
1644,NE - Boyd County
1645,NE - Brown County
1646,NE - Buffalo County
1647,NE - Burt County
1648,NE - Butler County
1649,NE - Cass County
1650,NE - Cedar County
1651,NE - Chase County
1652,NE - Cherry County
1653,NE - Cheyenne County
1654,NE - Clay County
1655,NE - Colfax County
1656,NE - Cuming County
1657,NE - Custer County
1658,NE - Dakota County
1659,NE - Dawes County
1660,NE - Dawson County
1661,NE - Deuel County
1662,NE - Dixon County
1663,NE - Dodge County
1664,NE - Douglas County
1665,NE - Dundy County
1666,NE - Fillmore County
1667,NE - Franklin County
1668,NE - Frontier County
1669,NE - Furnas County
1670,NE - Gage County
1671,NE - Garden County
1672,NE - Garfield County
1673,NE - Gosper County
1674,NE - Grant County
1675,NE - Greeley County
1676,NE - Hall County
1677,NE - Hamilton County
1678,NE - Harlan County
1679,NE - Hayes County
1680,NE - Hitchcock County
1681,NE - Holt County
1682,NE - Hooker County
1683,NE - Howard County
1684,NE - Jefferson County
1685,NE - Johnson County
1686,NE - Kearney County
1687,NE - Keith County
1688,NE - Keya Paha County
1689,NE - Kimball County
1690,NE - Knox County
1691,NE - Lancaster County
1692,NE - Lincoln County
1693,NE - Logan County
1694,NE - Loup County
1695,NE - McPherson County
1696,NE - Madison County
1697,NE - Merrick County
1698,NE - Morrill County
1699,NE - Nance County
1700,NE - Nemaha County
1701,NE - Nuckolls County
1702,NE - Otoe County
1703,NE - Pawnee County
1704,NE - Perkins County
1705,NE - Phelps County
1706,NE - Pierce County
1707,NE - Platte County
1708,NE - Polk County
1709,NE - Red Willow County
1710,NE - Richardson County
1711,NE - Rock County
1712,NE - Saline County
1713,NE - Sarpy County
1714,NE - Saunders County
1715,NE - Scotts Bluff County
1716,NE - Seward County
1717,NE - Sheridan County
1718,NE - Sherman County
1719,NE - Sioux County
1720,NE - Stanton County
1721,NE - Thayer County
1722,NE - Thomas County
1723,NE - Thurston County
1724,NE - Valley County
1725,NE - Washington County
1726,NE - Wayne County
1727,NE - Webster County
1728,NE - Wheeler County
1729,NE - York County
1730,NV - Churchill County
1731,NV - Clark County
1732,NV - Douglas County
1733,NV - Elko County
1734,NV - Esmeralda County
1735,NV - Eureka County
1736,NV - Humboldt County
1737,NV - Lander County
1738,NV - Lincoln County
1739,NV - Lyon County
1740,NV - Mineral County
1741,NV - Nye County
1742,NV - Pershing County
1743,NV - Storey County
1744,NV - Washoe County
1745,NV - White Pine County
1746,NV - Carson City
1747,NH - Belknap County
1748,NH - Carroll County
1749,NH - Cheshire County
1750,NH - Coos County
1751,NH - Grafton County
1752,NH - Hillsborough County
1753,NH - Merrimack County
1754,NH - Rockingham County
1755,NH - Strafford County
1756,NH - Sullivan County
1757,NJ - Atlantic County
1758,NJ - Bergen County
1759,NJ - Burlington County
1760,NJ - Camden County
1761,NJ - Cape May County
1762,NJ - Cumberland County
1763,NJ - Essex County
1764,NJ - Gloucester County
1765,NJ - Hudson County
1766,NJ - Hunterdon County
1767,NJ - Mercer County
1768,NJ - Middlesex County
1769,NJ - Monmouth County
1770,NJ - Morris County
1771,NJ - Ocean County
1772,NJ - Passaic County
1773,NJ - Salem County
1774,NJ - Somerset County
1775,NJ - Sussex County
1776,NJ - Union County
1777,NJ - Warren County
1778,NM - Bernalillo County
1779,NM - Catron County
1780,NM - Chaves County
1781,NM - Colfax County
1782,NM - Curry County
1783,NM - De Baca County
1784,NM - Dona Ana County
1785,NM - Eddy County
1786,NM - Grant County
1787,NM - Guadalupe County
1788,NM - Harding County
1789,NM - Hidalgo County
1790,NM - Lea County
1791,NM - Lincoln County
1792,NM - Los Alamos County
1793,NM - Luna County
1794,NM - McKinley County
1795,NM - Mora County
1796,NM - Otero County
1797,NM - Quay County
1798,NM - Rio Arriba County
1799,NM - Roosevelt County
1800,NM - Sandoval County
1801,NM - San Juan County
1802,NM - San Miguel County
1803,NM - Santa Fe County
1804,NM - Sierra County
1805,NM - Socorro County
1806,NM - Taos County
1807,NM - Torrance County
1808,NM - Union County
1809,"NM - Cibola County,NM - Valencia County"
1810,NY - Albany County
1811,NY - Allegany County
1812,NY - Bronx County
1813,NY - Broome County
1814,NY - Cattaraugus County
1815,NY - Cayuga County
1816,NY - Chautauqua County
1817,NY - Chemung County
1818,NY - Chenango County
1819,NY - Clinton County
1820,NY - Columbia County
1821,NY - Cortland County
1822,NY - Delaware County
1823,NY - Dutchess County
1824,NY - Erie County
1825,NY - Essex County
1826,NY - Franklin County
1827,NY - Fulton County
1828,NY - Genesee County
1829,NY - Greene County
1830,NY - Hamilton County
1831,NY - Herkimer County
1832,NY - Jefferson County
1833,NY - Kings County
1834,NY - Lewis County
1835,NY - Livingston County
1836,NY - Madison County
1837,NY - Monroe County
1838,NY - Montgomery County
1839,NY - Nassau County
1840,NY - New York County
1841,NY - Niagara County
1842,NY - Oneida County
1843,NY - Onondaga County
1844,NY - Ontario County
1845,NY - Orange County
1846,NY - Orleans County
1847,NY - Oswego County
1848,NY - Otsego County
1849,NY - Putnam County
1850,NY - Queens County
1851,NY - Rensselaer County
1852,NY - Richmond County
1853,NY - Rockland County
1854,NY - Saint Lawrence County
1855,NY - Saratoga County
1856,NY - Schenectady County
1857,NY - Schoharie County
1858,NY - Schuyler County
1859,NY - Seneca County
1860,NY - Steuben County
1861,NY - Suffolk County
1862,NY - Sullivan County
1863,NY - Tioga County
1864,NY - Tompkins County
1865,NY - Ulster County
1866,NY - Warren County
1867,NY - Washington County
1868,NY - Wayne County
1869,NY - Westchester County
1870,NY - Wyoming County
1871,NY - Yates County
1872,NC - Alamance County
1873,NC - Alexander County
1874,NC - Alleghany County
1875,NC - Anson County
1876,NC - Ashe County
1877,NC - Avery County
1878,NC - Beaufort County
1879,NC - Bertie County
1880,NC - Bladen County
1881,NC - Brunswick County
1882,NC - Buncombe County
1883,NC - Burke County
1884,NC - Cabarrus County
1885,NC - Caldwell County
1886,NC - Camden County
1887,NC - Carteret County
1888,NC - Caswell County
1889,NC - Catawba County
1890,NC - Chatham County
1891,NC - Cherokee County
1892,NC - Chowan County
1893,NC - Clay County
1894,NC - Cleveland County
1895,NC - Columbus County
1896,NC - Craven County
1897,NC - Cumberland County
1898,NC - Currituck County
1899,NC - Dare County
1900,NC - Davidson County
1901,NC - Davie County
1902,NC - Duplin County
1903,NC - Durham County
1904,NC - Edgecombe County
1905,NC - Forsyth County
1906,NC - Franklin County
1907,NC - Gaston County
1908,NC - Gates County
1909,NC - Graham County
1910,NC - Granville County
1911,NC - Greene County
1912,NC - Guilford County
1913,NC - Halifax County
1914,NC - Harnett County
1915,NC - Haywood County
1916,NC - Henderson County
1917,NC - Hertford County
1918,NC - Hoke County
1919,NC - Hyde County
1920,NC - Iredell County
1921,NC - Jackson County
1922,NC - Johnston County
1923,NC - Jones County
1924,NC - Lee County
1925,NC - Lenoir County
1926,NC - Lincoln County
1927,NC - McDowell County
1928,NC - Macon County
1929,NC - Madison County
1930,NC - Martin County
1931,NC - Mecklenburg County
1932,NC - Mitchell County
1933,NC - Montgomery County
1934,NC - Moore County
1935,NC - Nash County
1936,NC - New Hanover County
1937,NC - Northampton County
1938,NC - Onslow County
1939,NC - Orange County
1940,NC - Pamlico County
1941,NC - Pasquotank County
1942,NC - Pender County
1943,NC - Perquimans County
1944,NC - Person County
1945,NC - Pitt County
1946,NC - Polk County
1947,NC - Randolph County
1948,NC - Richmond County
1949,NC - Robeson County
1950,NC - Rockingham County
1951,NC - Rowan County
1952,NC - Rutherford County
1953,NC - Sampson County
1954,NC - Scotland County
1955,NC - Stanly County
1956,NC - Stokes County
1957,NC - Surry County
1958,NC - Swain County
1959,NC - Transylvania County
1960,NC - Tyrrell County
1961,NC - Union County
1962,NC - Vance County
1963,NC - Wake County
1964,NC - Warren County
1965,NC - Washington County
1966,NC - Watauga County
1967,NC - Wayne County
1968,NC - Wilkes County
1969,NC - Wilson County
1970,NC - Yadkin County
1971,NC - Yancey County
1972,ND - Adams County
1973,ND - Barnes County
1974,ND - Benson County
1975,ND - Billings County
1976,ND - Bottineau County
1977,ND - Bowman County
1978,ND - Burke County
1979,ND - Burleigh County
1980,ND - Cass County
1981,ND - Cavalier County
1982,ND - Dickey County
1983,ND - Divide County
1984,ND - Dunn County
1985,ND - Eddy County
1986,ND - Emmons County
1987,ND - Foster County
1988,ND - Golden Valley County
1989,ND - Grand Forks County
1990,ND - Grant County
1991,ND - Griggs County
1992,ND - Hettinger County
1993,ND - Kidder County
1994,ND - LaMoure County
1995,ND - Logan County
1996,ND - McHenry County
1997,ND - McIntosh County
1998,ND - McKenzie County
1999,ND - McLean County
2000,ND - Mercer County
2001,ND - Morton County
2002,ND - Mountrail County
2003,ND - Nelson County
2004,ND - Oliver County
2005,ND - Pembina County
2006,ND - Pierce County
2007,ND - Ramsey County
2008,ND - Ransom County
2009,ND - Renville County
2010,ND - Richland County
2011,ND - Rolette County
2012,ND - Sargent County
2013,ND - Sheridan County
2014,ND - Sioux County
2015,ND - Slope County
2016,ND - Stark County
2017,ND - Steele County
2018,ND - Stutsman County
2019,ND - Towner County
2020,ND - Traill County
2021,ND - Walsh County
2022,ND - Ward County
2023,ND - Wells County
2024,ND - Williams County
2025,OH - Adams County
2026,OH - Allen County
2027,OH - Ashland County
2028,OH - Ashtabula County
2029,OH - Athens County
2030,OH - Auglaize County
2031,OH - Belmont County
2032,OH - Brown County
2033,OH - Butler County
2034,OH - Carroll County
2035,OH - Champaign County
2036,OH - Clark County
2037,OH - Clermont County
2038,OH - Clinton County
2039,OH - Columbiana County
2040,OH - Coshocton County
2041,OH - Crawford County
2042,OH - Cuyahoga County
2043,OH - Darke County
2044,OH - Defiance County
2045,OH - Delaware County
2046,OH - Erie County
2047,OH - Fairfield County
2048,OH - Fayette County
2049,OH - Franklin County
2050,OH - Fulton County
2051,OH - Gallia County
2052,OH - Geauga County
2053,OH - Greene County
2054,OH - Guernsey County
2055,OH - Hamilton County
2056,OH - Hancock County
2057,OH - Hardin County
2058,OH - Harrison County
2059,OH - Henry County
2060,OH - Highland County
2061,OH - Hocking County
2062,OH - Holmes County
2063,OH - Huron County
2064,OH - Jackson County
2065,OH - Jefferson County
2066,OH - Knox County
2067,OH - Lake County
2068,OH - Lawrence County
2069,OH - Licking County
2070,OH - Logan County
2071,OH - Lorain County
2072,OH - Lucas County
2073,OH - Madison County
2074,OH - Mahoning County
2075,OH - Marion County
2076,OH - Medina County
2077,OH - Meigs County
2078,OH - Mercer County
2079,OH - Miami County
2080,OH - Monroe County
2081,OH - Montgomery County
2082,OH - Morgan County
2083,OH - Morrow County
2084,OH - Muskingum County
2085,OH - Noble County
2086,OH - Ottawa County
2087,OH - Paulding County
2088,OH - Perry County
2089,OH - Pickaway County
2090,OH - Pike County
2091,OH - Portage County
2092,OH - Preble County
2093,OH - Putnam County
2094,OH - Richland County
2095,OH - Ross County
2096,OH - Sandusky County
2097,OH - Scioto County
2098,OH - Seneca County
2099,OH - Shelby County
2100,OH - Stark County
2101,OH - Summit County
2102,OH - Trumbull County
2103,OH - Tuscarawas County
2104,OH - Union County
2105,OH - Van Wert County
2106,OH - Vinton County
2107,OH - Warren County
2108,OH - Washington County
2109,OH - Wayne County
2110,OH - Williams County
2111,OH - Wood County
2112,OH - Wyandot County
2113,OK - Adair County
2114,OK - Alfalfa County
2115,OK - Atoka County
2116,OK - Beaver County
2117,OK - Beckham County
2118,OK - Blaine County
2119,OK - Bryan County
2120,OK - Caddo County
2121,OK - Canadian County
2122,OK - Carter County
2123,OK - Cherokee County
2124,OK - Choctaw County
2125,OK - Cimarron County
2126,OK - Cleveland County
2127,OK - Coal County
2128,OK - Comanche County
2129,OK - Cotton County
2130,OK - Craig County
2131,OK - Creek County
2132,OK - Custer County
2133,OK - Delaware County
2134,OK - Dewey County
2135,OK - Ellis County
2136,OK - Garfield County
2137,OK - Garvin County
2138,OK - Grady County
2139,OK - Grant County
2140,OK - Greer County
2141,OK - Harmon County
2142,OK - Harper County
2143,OK - Haskell County
2144,OK - Hughes County
2145,OK - Jackson County
2146,OK - Jefferson County
2147,OK - Johnston County
2148,OK - Kay County
2149,OK - Kingfisher County
2150,OK - Kiowa County
2151,OK - Latimer County
2152,OK - Le Flore County
2153,OK - Lincoln County
2154,OK - Logan County
2155,OK - Love County
2156,OK - McClain County
2157,OK - McCurtain County
2158,OK - McIntosh County
2159,OK - Major County
2160,OK - Marshall County
2161,OK - Mayes County
2162,OK - Murray County
2163,OK - Muskogee County
2164,OK - Noble County
2165,OK - Nowata County
2166,OK - Okfuskee County
2167,OK - Oklahoma County
2168,OK - Okmulgee County
2169,OK - Osage County
2170,OK - Ottawa County
2171,OK - Pawnee County
2172,OK - Payne County
2173,OK - Pittsburg County
2174,OK - Pontotoc County
2175,OK - Pottawatomie County
2176,OK - Pushmataha County
2177,OK - Roger Mills County
2178,OK - Rogers County
2179,OK - Seminole County
2180,OK - Sequoyah County
2181,OK - Stephens County
2182,OK - Texas County
2183,OK - Tillman County
2184,OK - Tulsa County
2185,OK - Wagoner County
2186,OK - Washington County
2187,OK - Washita County
2188,OK - Woods County
2189,OK - Woodward County
2190,OR - Baker County
2191,OR - Benton County
2192,OR - Clackamas County
2193,OR - Clatsop County
2194,OR - Columbia County
2195,OR - Coos County
2196,OR - Crook County
2197,OR - Curry County
2198,OR - Deschutes County
2199,OR - Douglas County
2200,OR - Gilliam County
2201,OR - Grant County
2202,OR - Harney County
2203,OR - Hood River County
2204,OR - Jackson County
2205,OR - Jefferson County
2206,OR - Josephine County
2207,OR - Klamath County
2208,OR - Lake County
2209,OR - Lane County
2210,OR - Lincoln County
2211,OR - Linn County
2212,OR - Malheur County
2213,OR - Marion County
2214,OR - Morrow County
2215,OR - Multnomah County
2216,OR - Polk County
2217,OR - Sherman County
2218,OR - Tillamook County
2219,OR - Umatilla County
2220,OR - Union County
2221,OR - Wallowa County
2222,OR - Wasco County
2223,OR - Washington County
2224,OR - Wheeler County
2225,OR - Yamhill County
2226,PA - Adams County
2227,PA - Allegheny County
2228,PA - Armstrong County
2229,PA - Beaver County
2230,PA - Bedford County
2231,PA - Berks County
2232,PA - Blair County
2233,PA - Bradford County
2234,PA - Bucks County
2235,PA - Butler County
2236,PA - Cambria County
2237,PA - Cameron County
2238,PA - Carbon County
2239,PA - Centre County
2240,PA - Chester County
2241,PA - Clarion County
2242,PA - Clearfield County
2243,PA - Clinton County
2244,PA - Columbia County
2245,PA - Crawford County
2246,PA - Cumberland County
2247,PA - Dauphin County
2248,PA - Delaware County
2249,PA - Elk County
2250,PA - Erie County
2251,PA - Fayette County
2252,PA - Forest County
2253,PA - Franklin County
2254,PA - Fulton County
2255,PA - Greene County
2256,PA - Huntingdon County
2257,PA - Indiana County
2258,PA - Jefferson County
2259,PA - Juniata County
2260,PA - Lackawanna County
2261,PA - Lancaster County
2262,PA - Lawrence County
2263,PA - Lebanon County
2264,PA - Lehigh County
2265,PA - Luzerne County
2266,PA - Lycoming County
2267,PA - McKean County
2268,PA - Mercer County
2269,PA - Mifflin County
2270,PA - Monroe County
2271,PA - Montgomery County
2272,PA - Montour County
2273,PA - Northampton County
2274,PA - Northumberland County
2275,PA - Perry County
2276,PA - Philadelphia County
2277,PA - Pike County
2278,PA - Potter County
2279,PA - Schuylkill County
2280,PA - Snyder County
2281,PA - Somerset County
2282,PA - Sullivan County
2283,PA - Susquehanna County
2284,PA - Tioga County
2285,PA - Union County
2286,PA - Venango County
2287,PA - Warren County
2288,PA - Washington County
2289,PA - Wayne County
2290,PA - Westmoreland County
2291,PA - Wyoming County
2292,PA - York County
2293,RI - Bristol County
2294,RI - Kent County
2295,RI - Newport County
2296,RI - Providence County
2297,RI - Washington County
2298,SC - Abbeville County
2299,SC - Aiken County
2300,SC - Allendale County
2301,SC - Anderson County
2302,SC - Bamberg County
2303,SC - Barnwell County
2304,SC - Beaufort County
2305,SC - Berkeley County
2306,SC - Calhoun County
2307,SC - Charleston County
2308,SC - Cherokee County
2309,SC - Chester County
2310,SC - Chesterfield County
2311,SC - Clarendon County
2312,SC - Colleton County
2313,SC - Darlington County
2314,SC - Dillon County
2315,SC - Dorchester County
2316,SC - Edgefield County
2317,SC - Fairfield County
2318,SC - Florence County
2319,SC - Georgetown County
2320,SC - Greenville County
2321,SC - Greenwood County
2322,SC - Hampton County
2323,SC - Horry County
2324,SC - Jasper County
2325,SC - Kershaw County
2326,SC - Lancaster County
2327,SC - Laurens County
2328,SC - Lee County
2329,SC - Lexington County
2330,SC - McCormick County
2331,SC - Marion County
2332,SC - Marlboro County
2333,SC - Newberry County
2334,SC - Oconee County
2335,SC - Orangeburg County
